2857;identity;fid-ipv6-deviid;"""RFC9363""";
2858;identity;fid-ipv6-devprefix;"""RFC9363""";
2859;identity;fid-ipv6-flowlabel;"""RFC9363""";
2860;identity;fid-ipv6-hoplimit;"""RFC9363""";
2861;identity;fid-ipv6-nextheader;"""RFC9363""";
2862;identity;fid-ipv6-payload-length;"""RFC9363""";
2863;identity;fid-ipv6-trafficclass;"""RFC9363""";
2864;identity;fid-ipv6-trafficclass-ds;"""RFC9363""";
2865;identity;fid-ipv6-trafficclass-ecn;"""RFC9363""";
2866;identity;fid-ipv6-version;"""RFC9363""";
2867;;;;
2868;;;;
2869;;;;
2870;;;;
2871;;;;
2872;;;;
2873;;;;
2874;;;;
2875;identity;di-bidirectional;"""RFC9363""";
2876;identity;di-down;"""RFC9363""";
2877;identity;di-up;"""RFC9363""";
2878;;;;
2879;;;;
2880;;;;
2881;;;;
2882;;;;
2883;identity;fl-token-length;"""RFC9363""";
2884;identity;fl-variable;"""RFC9363""";
2885;;;8824bis;
2886;;;8824bis;
2887;;;8824bis;
2888;;;;
2889;;;;
2890;;;;
2891;;;;
2892;;;;
2893;;;;
2894;identity;cda-appiid;"""RFC9363""";
2895;identity;cda-compute;"""RFC9363""";
2896;identity;cda-deviid;"""RFC9363""";
2897;identity;cda-lsb;"""RFC9363""";
2898;identity;cda-mapping-sent;"""RFC9363""";
2899;identity;cda-not-sent;"""RFC9363""";
2900;identity;cda-value-sent;"""RFC9363""";
2901;;;;
2902;;;;
2903;;;;
2904;;;;
2905;;;;
2906;;;;
2907;;;;
2908;identity;mo-equal;"""RFC9363""";
2909;identity;mo-ignore;"""RFC9363""";
2910;identity;mo-match-mapping;"""RFC9363""";
2911;identity;mo-msb;;
2912;;;;
2913;;;;
2914;;;;
2915;;;;
2916;;;;
2917;;;;
2918;identity;ack-behavior-after-all-0;"""RFC9363""";fragmentation parameters not subject to change dynamically
2919;identity;ack-behavior-after-all-1;"""RFC9363""";
2920;identity;ack-behavior-by-layer2;"""RFC9363""";
2921;;;;
2922;;;;
2923;identity;all-1-data-no;"""RFC9363""";
2924;identity;all-1-data-sender-choice;"""RFC9363""";
2925;identity;all-1-data-yes;"""RFC9363""";
2926;;;;
2927;identity;rcs-crc32;"""RFC9363""";
2928;;;;
2929;;;;
2930;;;;
2931;identity;fragmentation-mode-ack-always;"""RFC9363""";
2932;identity;fragmentation-mode-ack-on-error;"""RFC9363""";
2933;identity;fragmentation-mode-no-ack;"""RFC9363""";
2934;;;;
2935;identity;bitmap-RFC8724;"""RFC9441""";
2936;identity;bitmap-compound-ack;"""RFC9441""";
2937;;;;
2938;;;;
2939;;;;
2940;identity;nature-compression;"""RFC9363""";
2941;identity;nature-fragmentation;"""RFC9363""";
2942;identity;nature-no-compression;"""RFC9363""";
2943;;;;reserved for management
2944;;;;
2945;;;;
2946;;;;
2947;;;"""RFC9363""";
2948;feature;compression;"""RFC9363""";
2949;feature;fragmentation;;
