2812;;;;-263;;;;;;;;;;;;2561;;;;;;;;;;
2813;;;;-264;;;;;;;;;;;;2562;;;;;;;;;;
2814;;;;-265;;;;;;;;;;;;2563;;;;;;;;;;
2815;;;;-266;;;;;;;;;;;;2564;;;;;;;;;;
2816;;;;-267;;;;;;;;;;;;2565;;;;;;;;;;
2817;;;;-268;;;;;;;;;;;;2566;;;;;;;;;;
2818;;;;-269;;;;;;;;;;;;2567;;;;;;;;;;
2819;;;;-270;;;;;;;;;;;;2568;;;;;;;;;;
2820;;;;-271;;;;;;;;;;;;2569;;;;;;;;;;
2821;;;;-272;;;;;;;;;;;;2570;;;;;;;;;;
2822;;;;-273;;;;;;;;;;;;2571;;;;;;;;;;
2823;data;/ietf-schc:schc/rule;;-274;;;;;;;;;;;;2572;;;;;;;;;;
2824;data;/ietf-schc:schc/rule/rule-id-length;;-275;;;;;;;;;;;;2573;;;;;;;;;;
2825;data;/ietf-schc:schc/rule/rule-id-value;;-276;;;;;;;;;;;;2574;;;;;;;;;;
2826;data;/ietf-schc:schc/rule/rule-nature;;-277;;;;;;;;;;;;2575;;;;;;;;;;
2827;;;;-278;;;;;;;;;;;;2576;;;;;;;;;;
2828;;;;-279;;;;;;;;;;;;2577;;;;;;;;;;
2829;;;;-280;;;;;;;;;;;;2578;;;;;;;;;;
2830;;;;-281;;;;;;;;;;;;2579;;;;;;;;;;
2831;;;;-282;;;;;;;;;;;;2580;;;;;;;;;;
2832;;;;-283;;;;;;;;;;;;2581;;;;;;;;;;
2833;;;;-284;;;;;;;;;;;;2582;identity;;;;;;;;;
2834;;;;-285;;;;;;;;;;;;2583;identity;;;;;;;;;
2835;;;;-286;;;;;;;;;;;;2584;identity;;;;;;;;;
2836;;;;-287;;;;;;;;;;;;2585;identity;;;;;;;;;
2837;;;;-288;;;;;;;;;;;;2586;identity;;;;;;;;;
2838;;;;-289;;;;;;;;;;;;2587;identity;;;;;;;;;
2839;;;;-290;;;;;;;;;;;;2588;identity;;;;;;;;;
2840;;;;-291;;;;;;;;;;;;2589;identity;;;;;;;;;
2841;;;;-292;;;;;;;;;;;;2590;identity;;;;;;;;;
2842;;;;-293;;;;;;;;;;;;2591;identity;;;;;;;;;
2843;;;;-294;;;;;;;;;;;;2592;identity;;;;;;;;;
2844;;;;-295;;;;;;;;;;;;2593;identity;;;;;;;;;
2845;;;;-296;;;;;;;;;;;;2594;identity;;;;;;;;;
2846;data;/ietf-schc:schc/rule/entry;;-297;;;;;;;;;;;;2595;;;;;;;;;;
2847;data;/ietf-schc:schc/rule/entry/entry-index;unified;-298;;;;;;;;;;;;2596;;;;;;;;;;
2848;data;/ietf-schc:schc/rule/entry/field-id;;-299;;;;;;;;;;;;2597;;;;;;;;;;
2849;data;/ietf-schc:schc/rule/entry/space-id;unified;-300;;;;;;;;;;;;2598;;;;;;;;;;
2850;data;/ietf-schc:schc/rule/entry/universal-value;;-301;;;;;;;;;;;;2599;identity;;;;;;;;;
2851;data;/ietf-schc:schc/rule/entry/field-length;;-302;;;;;;;;;;;;2600;identity;;;;;;;;;
2852;data;/ietf-schc:schc/rule/entry/field-length-value;length function;-303;;;;;;;;;;;;2601;identity;;;2720; ; ; ;data;/ietf-schc:duplicate-rule;(New)
2853;data;/ietf-schc:schc/rule/entry/direction-indicator;;-304;;;;;;;;;;;;2602;identity;;;2721; ; ; ;data;/ietf-schc:duplicate-rule/input;(New)
2854;data;/ietf-schc:schc/rule/entry/field-position;;-305;;;;;;;;;;;;2603;identity;;;2722; ; ; ;data;/ietf-schc:duplicate-rule/input/from;(New)
2855;data;/ietf-schc:schc/rule/entry/target-value;;-306;;;;;;;;;;;;2604;identity;;;2723; ; ; ;data;/ietf-schc:duplicate-rule/input/from/rule-id-length;(New)
2856;data;/ietf-schc:schc/rule/entry/target-value/index;;-307;;;;;;;;;;;;2605;identity;;;2724; ; ; ;data;/ietf-schc:duplicate-rule/input/from/rule-id-value;(New)
2857;data;/ietf-schc:schc/rule/entry/target-value/value;;-308;;;;;;;;;;;;2606;identity;;;2725; ; ; ;data;/ietf-schc:duplicate-rule/input/ipatch-sequence;(New)
2858;data;/ietf-schc:schc/rule/entry/matching-operator;;-309;;;;;;;;;;;;2607;;;;2726; ; ; ;data;/ietf-schc:duplicate-rule/input/to;(New)
2859;data;/ietf-schc:schc/rule/entry/matching-operator-value;;-310;;;;;;;;;;;;2608;;;;2727; ; ; ;data;/ietf-schc:duplicate-rule/input/to/rule-id-length;(New)
2860;data;/ietf-schc:schc/rule/entry/matching-operator-value/index;;-311;;;;;;;;;;;;2609;;;;2728; ; ; ;data;/ietf-schc:duplicate-rule/input/to/rule-id-value;(New)
2861;data;/ietf-schc:schc/rule/entry/matching-operator-value/value;;-312;;;;;;;;;;;;2610;;;;2729; ; ; ;data;/ietf-schc:duplicate-rule/output;(New)
2862;data;/ietf-schc:schc/rule/entry/comp-decomp-action;;-313;;;;;;;;;;;;2611;;;;2730; ; ; ;data;/ietf-schc:duplicate-rule/output/status;(New)
2863;data;/ietf-schc:schc/rule/entry/comp-decomp-action-value;;-314;;;;;;;;;;;;2612;;;;;;;;;;
2864;data;/ietf-schc:schc/rule/entry/comp-decomp-action-value/index;;-315;;;;;;;;;;;;2613;;;;;;;;;;
2865;data;/ietf-schc:schc/rule/entry/comp-decomp-action-value/value;;-316;;;;;;;;;;;;2614;;;;;;;;;;
2866;;;;-317;;;;;;;;;;;;2615;;;;;;;;;;
2867;;;;-318;;;;;;;;;;;;2616;;;;;;;;;;
2868;;;;-319;;;;;;;;;;;;2617;;;;;;;;;;
2869;;;;-320;;;;;;;;;;;;2618;;;;;;;;;;
2870;data;/ietf-schc:schc/rule/fragmentation-mode;;-321;;;;;;;;;;;;2619;;;;;;;;;;
2871;data;/ietf-schc:schc/rule/l2-word-size;;-322;;;;;;;;;;;;2620;;;;;;;;;;
2872;data;/ietf-schc:schc/rule/direction;;-323;;;;;;;;;;;;2621;;;;;;;;;;
2873;data;/ietf-schc:schc/rule/dtag-size;;-324;;;;;;;;;;;;2622;;;;;;;;;;
